paper_id,title,domain,year,split,semantic_knn,predicted_novel
SKG_SUM_128,Automatic Summarization of Student Course Feedback,SUM,2016,SKG,0.929956078529358,0
SKG_PAR_7,LSTM Shift-Reduce CCG Parsing,PAR,2016,SKG,0.9237077832221984,0
SKG_QA_419,Machine Translation Evaluation Meets Community Question Answering,QA,2016,SKG,0.9474691152572632,1
SKG_QA_366,Overfitting at SemEval-2016 Task 3 Detecting Semantically Similar Questions in Community Question Answering Forums with Word Embeddings,QA,2016,SKG,0.9391707181930542,0
SKG_QA_376,Character-Level Question Answering with Attention,QA,2016,SKG,0.9404780268669128,0
SKG_QA_375,It Takes Three to Tango Triangulation Approach to Answer Ranking in Community Question Answering,QA,2016,SKG,0.9358569979667664,0
SKG_QA_261,Together we stand Siamese Networks for Similar Question Retrieval,QA,2016,SKG,0.9363532066345216,0
SKG_MT_960,Coverage Embedding Models for Neural Machine Translation,MT,2016,SKG,0.938669204711914,0
SKG_MT_1233,Syntactically Guided Neural Machine Translation,MT,2016,SKG,0.928909957408905,0
SKG_MT_2,Achieving Open Vocabulary Neural Machine Translation with Hybrid Word-Character Models,MT,2016,SKG,0.94842129945755,1
SKG_DIA_158,Harnessing Sequence Labeling for Sarcasm Detection in Dialogue from TV Series ‘Friends’,DIA,2016,SKG,0.928792119026184,0
SKG_MT_673,A Character-level Decoder without Explicit Segmentation for Neural Machine Translation,MT,2016,SKG,0.9243429899215698,0
SKG_QA_253,Joint Learning with Global Inference for Comment Classification in Community Question Answering,QA,2016,SKG,0.9382286071777344,0
SKG_MT_574,Variational Neural Machine Translation,MT,2016,SKG,0.9370369911193848,0
SKG_QA_421,Learning to Answer Questions from Wikipedia Infoboxes,QA,2016,SKG,0.929574966430664,0
SKG_SA_238,Attention-based LSTM for Aspect-level Sentiment Classification,SA,2016,SKG,0.9349491000175476,0
SKG_SA_431,SteM at SemEval-2016 Task 4 Applying Active Learning to Improve Sentiment Classification,SA,2016,SKG,0.9379597902297974,0
SKG_SA_427,UNIMELB at SemEval-2016 Tasks 4A and 4B An Ensemble of Neural Networks and a Word2Vec Based Model for Sentiment Classification,SA,2016,SKG,0.9502446055412292,1
SKG_MT_1304,Learning a Lexicon and Translation Model from Phoneme Lattices,MT,2016,SKG,0.9393514394760132,0
SKG_MT_1298,Semi-supervised Convolutional Networks for Translation Adaptation with Tiny Amount of In-domain Data,MT,2016,SKG,0.943510353565216,0
SKG_SA_275,Aspect Level Sentiment Classification with Deep Memory Network,SA,2016,SKG,0.9333416223526,0
SKG_MT_1288,Zero-Resource Translation with Multi-Lingual Neural Machine Translation,MT,2016,SKG,0.9366804361343384,0
SKG_MT_215,Compression of Neural Machine Translation Models via Pruning,MT,2016,SKG,0.9421426057815552,0
SKG_MT_402,Incorporating Structural Alignment Biases into an Attentional Neural Translation Model,MT,2016,SKG,0.942725956439972,0
SKG_MT_230,Interlocking Phrases in Phrase-based Statistical Machine Translation,MT,2016,SKG,0.9456451535224916,0
SKG_MT_1029,Insertion Position Selection Model for Flexible Non-Terminals in Dependency Tree-to-Tree Machine Translation,MT,2016,SKG,0.9280940890312196,0
SKG_MT_381,A Novel Approach to Dropped Pronoun Translation,MT,2016,SKG,0.9746659994125366,1
SKG_SA_252,UofL at SemEval-2016 Task 4 Multi Domain word2vec for Twitter Sentiment Classification,SA,2016,SKG,0.929382026195526,0
SKG_MT_1190,Exponentially Decaying Bag-of-Words Input Features for Feed-Forward Neural Network in Statistical Machine Translation,MT,2016,SKG,0.9454105496406556,0
SKG_SA_634,Dimensional Sentiment Analysis Using a Regional CNN-LSTM Model,SA,2016,SKG,0.9196149110794068,0
SKG_MT_431,Reference Bias in Monolingual Machine Translation Evaluation,MT,2016,SKG,0.8768914937973022,0
SKG_PAR_135,Bi-directional Attention with Agreement for Dependency Parsing,PAR,2016,SKG,0.9409255981445312,0
SKG_SA_269,AUEB-ABSA at SemEval-2016 Task 5 Ensembles of Classifiers and Embeddings for Aspect Based Sentiment Analysis,SA,2016,SKG,0.9318457841873168,0
SKG_MT_999,MTE-NN at SemEval-2016 Task 3 Can Machine Translation Evaluation Help Community Question Answering,MT,2016,SKG,0.9443270564079284,0
SKG_MT_201,Incorporating Discrete Translation Lexicons into Neural Machine Translation,MT,2016,SKG,0.9408456087112428,0
SKG_MT_1230,PRIMT A Pick-Revise Framework for Interactive Machine Translation,MT,2016,SKG,0.9660218358039856,1
SKG_DIA_86,Hidden Softmax Sequence Model for Dialogue Structure Analysis,DIA,2016,SKG,0.9376104474067688,0
SKG_SA_594,Detecting Stance in Tweets And Analyzing its Interaction with Sentiment,SA,2016,SKG,0.92677241563797,0
SKG_DIA_245,OpenDial A Toolkit for Developing Spoken Dialogue Systems with Probabilistic Rules,DIA,2016,SKG,0.9127756357192992,0
SKG_PAR_110,Joint Transition-based Dependency Parsing and Disfluency Detection for Automatic Speech Recognition Texts,PAR,2016,SKG,0.9425700902938844,0
SKG_MT_1219,Minimum Risk Training for Neural Machine Translation,MT,2016,SKG,0.937630534172058,0
SKG_MT_1229,A Continuous Space Rule Selection Model for Syntax-based Statistical Machine Translation,MT,2016,SKG,0.939369022846222,0
SKG_SA_193,AraSenTi Large-Scale Twitter-Specific Arabic Sentiment Lexicons,SA,2016,SKG,0.9405913352966307,0
SKG_SA_190,NileTMRG at SemEval-2016 Task 5 Deep Convolutional Neural Networks for Aspect Category and Sentiment Extraction,SA,2016,SKG,0.9301494359970092,0
SKG_DIA_260,The Teams Corpus and Entrainment in Multi-Party Spoken Dialogues,DIA,2016,SKG,0.9108562469482422,0
SKG_DIA_267,Multi-domain Neural Network Language Generation for Spoken Dialogue Systems,DIA,2016,SKG,0.9440401196479796,0
SKG_SA_426,Leveraging Cognitive Features for Sentiment Analysis,SA,2016,SKG,0.9457508325576782,0
SKG_SA_309,PUT at SemEval-2016 Task 4 The ABC of Twitter Sentiment Analysis,SA,2016,SKG,0.9352682828903198,0
SKG_MT_241,Achieving Open Vocabulary Neural Machine Translation with Hybrid Word-Character Models,MT,2016,SKG,0.9484211802482604,1
SKG_PAR_223,Span-Based Constituency Parsing with a Structure-Label System and Provably Optimal Dynamic Oracles,PAR,2016,SKG,0.9386937022209167,0
SKG_PAR_172,RIGA at SemEval-2016 Task 8 Impact of Smatch Extensions and Character-Level Neural Translation on AMR Parsing Accuracy,PAR,2016,SKG,0.9262222051620485,0
SKG_PAR_162,Equation Parsing  Mapping Sentences to Grounded Equations,PAR,2016,SKG,0.9234769940376282,0
SKG_PAR_147,Human-in-the-Loop Parsing,PAR,2016,SKG,0.9180652499198914,0
SKG_MT_327,RTM at SemEval-2016 Task 1 Predicting Semantic Similarity with Referential Translation Machines and Related Statistics,MT,2016,SKG,0.9321762919425964,0
SKG_MT_370,Models and Inference for Prefix-Constrained Machine Translation,MT,2016,SKG,0.9431808590888976,0
SKG_PAR_182,Improving Semantic Parsing via Answer Type Inference,PAR,2016,SKG,0.9358322024345398,0
SKG_DIA_310,Deep Reinforcement Learning for Dialogue Generation,DIA,2016,SKG,0.9312888979911804,0
SKG_SA_354,thecerealkiller at SemEval-2016 Task 4 Deep Learning based System for Classifying Sentiment of Tweets on Two Point Scale,SA,2016,SKG,0.9366445541381836,0
SKG_SA_369,INSIGHT-1 at SemEval-2016 Task 4 Convolutional Neural Networks for Sentiment Classification and Quantification,SA,2016,SKG,0.9207264184951782,0
SKG_MT_247,Phrase-based Machine Translation is State-of-the-Art for Automatic Grammatical Error Correction,MT,2016,SKG,0.9370360374450684,0
SKG_MT_237,Synthesizing Compound Words for Machine Translation,MT,2016,SKG,0.9415037035942078,0
SKG_SUM_78,Beyond Centrality and Structural Features Learning Information Importance for Text Summarization,SUM,2016,SKG,0.9335027933120728,0
SKG_SA_385,Real-Time Speech Emotion and Sentiment Recognition for Interactive Dialogue Systems,SA,2016,SKG,0.9333661794662476,0
SKG_PAR_175,Using Left-corner Parsing to Encode Universal Structural Constraints in Grammar Induction,PAR,2016,SKG,0.94792640209198,1
SKG_SUM_108,A Low-Rank Approximation Approach to Learning Joint Embeddings of News Stories and Images for Timeline Summarization,SUM,2016,SKG,0.9737148284912108,1
SKG_PAR_173,Unsupervised Neural Dependency Parsing,PAR,2016,SKG,0.9348227381706238,0
SKG_DIA_15,On-line Active Reward Learning for Policy Optimisation in Spoken Dialogue Systems,DIA,2016,SKG,0.9144779443740844,0
SKG_SUM_190,A Sentence Compression Based Framework to Query-Focused Multi-Document Summarization,SUM,2016,SKG,0.946401298046112,0
SKG_MT_1105,Multimodal Pivots for Image Caption Translation,MT,2016,SKG,0.9472309947013856,0
SKG_MT_1138,RIGA at SemEval-2016 Task 8 Impact of Smatch Extensions and Character-Level Neural Translation on AMR Parsing Accuracy,MT,2016,SKG,0.9262222051620485,0
SKG_SUM_197,GoWvis A Web Application for Graph-of-Words-based Text Visualization and Summarization,SUM,2016,SKG,0.919026017189026,0
SKG_SUM_191,Improving Semantic Relevance for Sequence-to-Sequence Learning of Chinese Social Media Text Summarization,SUM,2017,SKG,0.9116399884223938,0
SKG_SUM_109,Cutting-off Redundant Repeating Generations for Neural Abstractive Summarization,SUM,2017,SKG,0.9393426775932312,0
SKG_SUM_113,Graph-based Neural Multi-Document Summarization,SUM,2017,SKG,0.9439679980278016,0
SKG_PAR_177,Improving Neural Parsing by Disentangling Model Combination and Reranking Effects,PAR,2017,SKG,0.9448233842849731,0
SKG_PAR_176,A System for Multilingual Dependency Parsing based on Bidirectional LSTM Feature Representations,PAR,2017,SKG,0.9342023730278016,0
SKG_PAR_156,Delexicalized Word Embeddings for Cross-lingual Dependency Parsing,PAR,2017,SKG,0.8238086700439453,0
SKG_MT_321,Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback,MT,2017,SKG,0.9229329824447632,0
SKG_PAR_210,Effective Inference for Generative Neural Parsing,PAR,2017,SKG,0.9454017877578736,0
SKG_PAR_125,Creating POS Tagging and Dependency Parsing Experts via Topic Modeling,PAR,2017,SKG,0.945237159729004,0
SKG_PAR_122,CRF Autoencoder for Unsupervised Dependency Parsing,PAR,2017,SKG,0.9506409764289856,1
SKG_PAR_118,Beyond Sentential Semantic Parsing Tackling the Math SAT with a Cascade of Tree Transducers,PAR,2017,SKG,0.9416431188583374,0
SKG_MT_1189,NRC Machine Translation System for WMT 2017,MT,2017,SKG,0.937406361103058,0
SKG_MT_1037,The RWTH Aachen University English-German and German-English Machine Translation System for WMT 2017,MT,2017,SKG,0.9526723027229308,1
SKG_MT_1034,Predicting Translation Performance with Referential Translation Machines,MT,2017,SKG,0.937767207622528,0
SKG_DIA_46,Spectral Analysis of Information Density in Dialogue Predicts Collaborative Task Performance,DIA,2017,SKG,0.9173623323440552,0
SKG_DIA_31,Evaluating Persuasion Strategies and Deep Reinforcement Learning methods for Negotiation Dialogue agents,DIA,2017,SKG,0.9195449948310852,0
SKG_MT_1063,Memory-augmented Neural Machine Translation,MT,2017,SKG,0.9508635401725768,1
SKG_MT_1056,Learning to Translate in Real-time with Neural Machine Translation,MT,2017,SKG,0.8777164220809937,0
SKG_MT_1222,Top-Rank Enhanced Listwise Optimization for Statistical Machine Translation,MT,2017,SKG,0.941512405872345,0
SKG_SA_630,Contextual Bidirectional Long Short-Term Memory Recurrent Neural Network Language Models A Generative Approach to Sentiment Analysis,SA,2017,SKG,0.9361844062805176,0
SKG_SA_622,Author-aware Aspect Topic Sentiment Model to Retrieve Supporting Opinions from Reviews,SA,2017,SKG,0.9343218803405762,0
SKG_DIA_68,Modeling Dialogue Acts with Content Word Filtering and Speaker Preferences,DIA,2017,SKG,0.9276922345161438,0
SKG_DIA_57,On-line Dialogue Policy Learning with Companion Teaching,DIA,2017,SKG,0.9667665362358092,1
SKG_PAR_115,Neural Semantic Parsing over Multiple Knowledge-bases,PAR,2017,SKG,0.9390344619750975,0
SKG_PAR_203,Evaluating Semantic Parsing against a Simple Web-based Question Answering Model,PAR,2017,SKG,0.9113160371780396,0
SKG_PAR_197,Cross-domain Semantic Parsing via Paraphrasing,PAR,2017,SKG,0.9393933415412904,0
SKG_PAR_194,Parsing Graphs with Regular Graph Grammars,PAR,2017,SKG,0.9119652509689332,0
SKG_PAR_186,Dependency Parsing as Head Selection,PAR,2017,SKG,0.9493204355239868,1
SKG_PAR_183,A Two-Stage Parsing Method for Text-Level Discourse Analysis,PAR,2017,SKG,0.9374122619628906,0
SKG_PAR_180,Parsing Universal Dependencies without training,PAR,2017,SKG,0.949680507183075,1
SKG_MT_400,Deep architectures for Neural Machine Translation,MT,2017,SKG,0.9444352984428406,0
SKG_MT_397,Learning to Parse and Translate Improves Neural Machine Translation,MT,2017,SKG,0.93848979473114,0
SKG_MT_382,Paraphrasing Revisited with Neural Machine Translation,MT,2017,SKG,0.9324661493301392,0
SKG_PAR_143,Learning Contextually Informed Representations for Linear-Time Discourse Parsing,PAR,2017,SKG,0.9360081553459167,0
SKG_MT_1013,Predicting Target Language CCG Supertags Improves Neural Machine Translation,MT,2017,SKG,0.941631317138672,0
SKG_MT_995,Sense-Aware Statistical Machine Translation using Adaptive Context-Dependent Clustering,MT,2017,SKG,0.9480441808700562,1
SKG_MT_982,A Convolutional Encoder Model for Neural Machine Translation,MT,2017,SKG,0.9376983642578124,0
SKG_SA_578,IITP at SemEval-2017 Task 5 An Ensemble of Deep Learning and Feature Based Models for Financial Sentiment Analysis,SA,2017,SKG,0.9319470524787904,0
SKG_DIA_108,Composite Task-Completion Dialogue Policy Learning via Hierarchical Deep Reinforcement Learning,DIA,2017,SKG,0.9297175407409668,0
SKG_SA_593,Refining Word Embeddings for Sentiment Analysis,SA,2017,SKG,0.9360672235488892,0
SKG_DIA_87,Natural Language Generation for Spoken Dialogue System using RNN Encoder-Decoder Networks,DIA,2017,SKG,0.9129417538642884,0
SKG_DIA_78,Joint Modeling of Content and Discourse Relations in Dialogues,DIA,2017,SKG,0.9439061880111694,0
SKG_PAR_126,Adversarial Training for Cross-Domain Universal Dependency Parsing,PAR,2017,SKG,0.9476763606071472,1
SKG_PAR_224,Character Composition Model with Convolutional Neural Networks for Dependency Parsing on Morphologically Rich Languages,PAR,2017,SKG,0.9433780908584596,0
SKG_MT_246,Neural System Combination for Machine Translation,MT,2017,SKG,0.9379860758781432,0
SKG_QA_4,Search-based Neural Structured Learning for Sequential Question Answering,QA,2017,SKG,0.9360394477844238,0
SKG_MT_216,Context-Aware Graph Segmentation for Graph-Based Translation,MT,2017,SKG,0.9505949020385742,1
SKG_MT_211,The JAIST Machine Translation Systems for WMT 17,MT,2017,SKG,0.9488770365715028,1
SKG_PAR_95,Stack-based Multi-layer Attention for Transition-based Dependency Parsing,PAR,2017,SKG,0.943057417869568,0
SKG_PAR_92,TAG Parsing with Neural Networks and Vector Representations of Supertags,PAR,2017,SKG,0.934697449207306,0
SKG_PAR_90,Joint Syntacto-Discourse Parsing and the Syntacto-Discourse Treebank,PAR,2017,SKG,0.9285224676132202,0
SKG_MT_427,A Shared Task on Bandit Learning for Machine Translation,MT,2017,SKG,0.9412364959716796,0
SKG_MT_408,Incorporating Word Reordering Knowledge into Attention-based Neural Machine Translation,MT,2017,SKG,0.9480029940605164,1
SKG_QA_26,Learning What is Essential in Questions,QA,2017,SKG,0.9392264485359192,0
SKG_QA_24,Olelo A Question Answering Application for Biomedicine,QA,2017,SKG,0.923051655292511,0
SKG_MT_203,Chunk-based Decoder for Neural Machine Translation,MT,2017,SKG,0.954088807106018,1
SKG_QA_58,Effective shared representations with Multitask Learning for Community Question Answering,QA,2017,SKG,0.9335352778434752,0
SKG_MT_448,NICT-NAIST System for WMT17 Multimodal Translation Task,MT,2017,SKG,0.9407390356063844,0
SKG_PAR_112,Neural Machine Translation with Source-Side Latent Graph Parsing,PAR,2017,SKG,0.9544692039489746,1
SKG_PAR_105,A Novel Neural Network Model for Joint POS Tagging and Graph-based Dependency Parsing,PAR,2017,SKG,0.9301490783691406,0
SKG_DIA_167,Preserving Distributional Information in Dialogue Act Classification,DIA,2017,SKG,0.9285399317741394,0
SKG_DIA_162,Deal or No Deal End-to-End Learning of Negotiation Dialogues,DIA,2017,SKG,0.925556480884552,0
SKG_SA_537,TSA-INF at SemEval-2017 Task 4 An Ensemble of Deep Learning Architectures Including Lexicon Features for Twitter Sentiment Analysis,SA,2017,SKG,0.9430138468742372,0
SKG_DIA_146,Affordable On-line Dialogue Policy Learning,DIA,2017,SKG,0.9111364483833312,0
SKG_MT_924,Multi-Domain Neural Machine Translation through Unsupervised Adaptation,MT,2017,SKG,0.9377115964889526,0
SKG_SA_495,Recurrent Attention Network on Memory for Aspect Sentiment Analysis,SA,2017,SKG,0.9430299997329712,0
SKG_SA_475,funSentiment at SemEval-2017 Task 5 Fine-Grained Sentiment Analysis on Financial Microblogs Using Word Vectors Built from StockTwits and Twitter,SA,2017,SKG,0.9434410929679872,0
SKG_MT_1239,Neural Machine Translation Leveraging Phrase-based Models in a Hybrid Search,MT,2017,SKG,0.9447847604751588,0
SKG_SA_520,FEUP at SemEval-2017 Task 5 Predicting Sentiment Polarity and Intensity with Financial Word Embeddings,SA,2017,SKG,0.9418527483940125,0
SKG_SA_511,ECNU at SemEval-2017 Task 5 An Ensemble of Regression Algorithms with Effective Features for Fine-Grained Sentiment Analysis in Financial Domain,SA,2017,SKG,0.944217085838318,0
SKG_SA_510,Contextual Bidirectional Long Short-Term Memory Recurrent Neural Network Language Models A Generative Approach to Sentiment Analysis,SA,2017,SKG,0.9361844062805176,0
SKG_SA_506,Attention Modeling for Targeted Sentiment,SA,2017,SKG,0.9412220120429992,0
SKG_QA_47,Coarse-to-Fine Question Answering for Long Documents,QA,2017,SKG,0.9685547947883606,1
SKG_QA_46,Beihang-MSRA at SemEval-2017 Task 3 A Ranking System with Neural Matching Features for Community Question Answering,QA,2017,SKG,0.9475210905075072,1
SKG_QA_42,Neural Domain Adaptation for Biomedical Question Answering,QA,2017,SKG,0.9370981454849244,0
SKG_MT_168,Deep Neural Machine Translation with Linear Associative Unit,MT,2017,SKG,0.9440075755119324,0
SKG_MT_475,Incorporating Global Visual Features into Attention-based Neural Machine Translation.,MT,2017,SKG,0.9391023516654968,0
SKG_MT_465,XMU Neural Machine Translation Systems for WMT 17,MT,2017,SKG,0.9363953471183776,0
SKG_MT_460,Speeding Up Neural Machine Translation Decoding by Shrinking Run-time Vocabulary,MT,2017,SKG,0.9244451522827148,0
SKG_SA_465,YNU-HPCC at SemEval 2017 Task 4 Using A Multi-Channel CNN-LSTM Model for Sentiment Classification,SA,2017,SKG,0.9325634241104126,0
SKG_MT_911,A Parallel Corpus for Evaluating Machine Translation between Arabic and European Languages,MT,2017,SKG,0.971442699432373,1
SKG_MT_910,Sarcasm SIGN Interpreting Sarcasm with Sentiment Based Monolingual Machine Translation,MT,2017,SKG,0.9149833917617798,0
SKG_SA_447,"A Joint Model for Semantic Sequences Frames, Entities, Sentiments",SA,2017,SKG,0.9330105781555176,0
SKG_DIA_228,Robust Coreference Resolution and Entity Linking on Dialogues Character Identification on TV Show Transcripts,DIA,2017,SKG,0.9410291910171508,0
SKG_DIA_216,Adversarial Learning for Neural Dialogue Generation,DIA,2017,SKG,0.920700192451477,0
SKG_MT_939,Reranking Translation Candidates Produced by Several Bilingual Word Similarity Sources,MT,2017,SKG,0.9304971694946288,0
SKG_MT_934,LIUM Machine Translation Systems for WMT17 News Translation Task,MT,2017,SKG,0.9439345598220824,0
SKG_MT_151,The UMD Neural Machine Translation Systems at WMT17 Bandit Learning Task,MT,2017,SKG,0.9415847063064576,0
SKG_MT_497,Improving Machine Translation Quality Estimation with Neural Network Features,MT,2017,SKG,0.943120002746582,0
SKG_PAR_78,Combining Generative and Discriminative Approaches to Unsupervised Dependency Parsing via Dual Decomposition,PAR,2017,SKG,0.945546805858612,0
SKG_PAR_75,"Tokenizing, POS Tagging, Lemmatizing and Parsing UD 2.0 with UDPipe",PAR,2017,SKG,0.9203508496284484,0
SKG_PAR_74,Initial Explorations of CCG Supertagging for Universal Dependency Parsing,PAR,2017,SKG,0.9351674914360046,0
SKG_PAR_72,Combining Global Models for Parsing Universal Dependencies,PAR,2017,SKG,0.9386423230171204,0
SKG_MT_494,Neural Machine Translation by Minimising the Bayes-risk with Respect to Syntactic Translation Lattices,MT,2017,SKG,0.9388410449028016,0
SKG_MT_1287,Dynamic Data Selection for Neural Machine Translation,MT,2017,SKG,0.9421640634536744,0
SKG_MT_873,Prior Knowledge Integration for Neural Machine Translation using Posterior Regularization,MT,2017,SKG,0.944630801677704,0
SKG_MT_872,Sequence-to-Dependency Neural Machine Translation,MT,2017,SKG,0.9521782994270324,1
SKG_MT_870,Tree as a Pivot Syntactic Matching Methods in Pivot Translation,MT,2017,SKG,0.9516170620918274,1
SKG_SA_421,OMAM at SemEval-2017 Task 4 English Sentiment Analysis with Conditional Random Fields,SA,2017,SKG,0.935758113861084,0
SKG_SA_419,Tensor Fusion Network for Multimodal Sentiment Analysis,SA,2017,SKG,0.9372727274894714,0
SKG_DIA_256,Latent Variable Dialogue Models and their Diversity,DIA,2017,SKG,0.9212762713432312,0
SKG_DIA_251,Neural Belief Tracker Data-Driven Dialogue State Tracking,DIA,2017,SKG,0.9385638236999512,0
SKG_DIA_235,A Generative Attentional Neural Network Model for Dialogue Act Classification,DIA,2017,SKG,0.9313443303108216,0
SKG_SA_466,Multilingual Connotation Frames A Case Study on Social Media for Targeted Sentiment Analysis and Forecast,SA,2017,SKG,0.9189006686210632,0
SKG_MT_136,Personalized Machine Translation Preserving Original Author Traits,MT,2017,SKG,0.9533851742744446,1
SKG_QA_145,Recovering Question Answering Errors via Query Revision,QA,2017,SKG,0.9276148080825806,0
SKG_QA_119,Learning to Paraphrase for Question Answering,QA,2017,SKG,0.94521963596344,0
SKG_MT_123,Exploiting Linguistic Resources for Neural Machine Translation Using Multi-task Learning,MT,2017,SKG,0.9444717168807985,0
SKG_PAR_57,Neural Architectures for Multilingual Semantic Parsing,PAR,2017,SKG,0.9389812350273132,0
SKG_PAR_46,A Transition-based System for Universal Dependency Parsing,PAR,2017,SKG,0.9487513303756714,1
SKG_PAR_44,English Multiword Expression-aware Dependency Parsing Including Named Entities,PAR,2017,SKG,0.9463902711868286,0
SKG_MT_517,Neural Machine Translation with Recurrent Attention Modeling,MT,2017,SKG,0.9733575582504272,1
SKG_SA_370,SSN_MLRG1 at SemEval-2017 Task 5 Fine-Grained Sentiment Analysis Using Multiple Kernel Gaussian Process Regression Model,SA,2017,SKG,0.9195470809936525,0
SKG_SA_364,OMAM at SemEval-2017 Task 4 Evaluation of English State-of-the-Art Sentiment Analysis Models for Arabic and a New Topic-based Model,SA,2017,SKG,0.9163556098937988,0
SKG_SA_353,Learning Cognitive Features from Gaze Data for Sentiment and Sarcasm Classification using Convolutional Neural Network,SA,2017,SKG,0.934123992919922,0
SKG_DIA_307,Towards an Automatic Turing Test Learning to Evaluate Dialogue Responses,DIA,2017,SKG,0.9313885569572448,0
SKG_DIA_306,Towards End-to-End Reinforcement Learning of Dialogue Agents for Information Access,DIA,2017,SKG,0.9667933583259584,1
SKG_DIA_303,Agent-Aware Dropout DQN for Safe and Efficient On-line Dialogue Policy Learning,DIA,2017,SKG,0.9210262298583984,0
SKG_DIA_302,Chatbot with a Discourse Structure-Driven Dialogue Management,DIA,2017,SKG,0.926428496837616,0
SKG_SA_406,Document-Level Multi-Aspect Sentiment Classification as Machine Comprehension,SA,2017,SKG,0.9448415637016296,0
SKG_SA_404,SentiME++ at SemEval-2017 Task 4 Stacking State-of-the-Art Classifiers to Enhance Sentiment Classification,SA,2017,SKG,0.9386503100395204,0
SKG_SA_391,Sarcasm SIGN Interpreting Sarcasm with Sentiment Based Monolingual Machine Translation,SA,2017,SKG,0.9149833917617798,0
SKG_SA_390,LIA at SemEval-2017 Task 4 An Ensemble of Neural Networks for Sentiment Classification,SA,2017,SKG,0.935910701751709,0
SKG_QA_175,Question Answering on Knowledge Bases and Text using Universal Schema and Memory Networks,QA,2017,SKG,0.9343802332878112,0
SKG_QA_172,Generating Natural Language Question-Answer Pairs from a Knowledge Graph Using a RNN Based Question Generation Model,QA,2017,SKG,0.9656189680099488,1
SKG_QA_157,Ways of Asking and Replying in Duplicate Question Detection,QA,2017,SKG,0.910950005054474,0
SKG_MT_104,Translating Phrases in Neural Machine Translation,MT,2017,SKG,0.9416735768318176,0
SKG_MT_549,Ensembling Factored Neural Machine Translation Models for Automatic Post-Editing and Quality Estimation,MT,2017,SKG,0.9446151852607728,0
SKG_MT_546,Sharp Models on Dull Hardware Fast and Accurate Neural Machine Translation Decoding on the CPU,MT,2017,SKG,0.9430120587348938,0
SKG_SA_319,Fortia-FBK at SemEval-2017 Task 5 Bullish or Bearish Inferring Sentiment towards Brands from Financial News Headlines,SA,2017,SKG,0.9414051175117492,0
SKG_SA_316,IITPB at SemEval-2017 Task 5 Sentiment Prediction in Financial Text,SA,2017,SKG,0.9432467222213744,0
SKG_SA_305,Best-Worst Scaling More Reliable than Rating Scales A Case Study on Sentiment Intensity Annotation,SA,2017,SKG,0.9163246154785156,0
SKG_SA_331,RiTUAL-UH at SemEval-2017 Task 5 Sentiment Analysis on Financial Data Using Neural Networks,SA,2017,SKG,0.941289722919464,0
SKG_MT_861,LIUM-CVC Submissions for WMT17 Multimodal Translation Task,MT,2017,SKG,0.9426389932632446,0
SKG_MT_842,DCU System Report on the WMT 2017 Multi-modal Machine Translation Task,MT,2017,SKG,0.9389448165893556,0
SKG_MT_533,Modeling Target-Side Inflection in Neural Machine Translation,MT,2017,SKG,0.9507148861885072,1
SKG_PAR_65,Parsing with Context Embeddings,PAR,2017,SKG,0.9438022375106812,0
SKG_PAR_63,The HIT-SCIR System for End-to-End Parsing of Universal Dependencies,PAR,2017,SKG,0.9212213754653932,0
SKG_MT_88,Chunk-Based Bi-Scale Decoder for Neural Machine Translation,MT,2017,SKG,0.9294589161872864,0
SKG_PAR_29,Integrated Learning of Dialog Strategies and Semantic Parsing,PAR,2017,SKG,0.9213078618049622,0
SKG_PAR_28,Joint Syntacto-Discourse Parsing and the Syntacto-Discourse Treebank,PAR,2017,SKG,0.9285224676132202,0
SKG_PAR_18,Arc-swift A Novel Transition System for Dependency Parsing,PAR,2017,SKG,0.9384905695915222,0
SKG_SA_163,"Sentiment Lexicon Expansion Based on Neural PU Learning, Double Dictionary Lookup, and Polarity Association",SA,2017,SKG,0.9285518527030944,0
SKG_SA_228,Active Sentiment Domain Adaptation,SA,2017,SKG,0.9514896273612976,1
SKG_SA_227,Learning Stock Market Sentiment Lexicon and Sentiment-Oriented Word Vector from StockTwits,SA,2017,SKG,0.925611972808838,0
SKG_SA_261,Sentiment Lexicon Construction with Representation Learning Based on Hierarchical Sentiment Supervision,SA,2017,SKG,0.9499875903129578,1
SKG_SA_258,Lingmotif Sentiment Analysis for the Digital Humanities,SA,2017,SKG,0.9250208139419556,0
SKG_SA_253,BUSEM at SemEval-2017 Task 4A Sentiment Analysis with Word Embedding and Long Short Term Memory RNN Approaches,SA,2017,SKG,0.9347859621047974,0
SKG_SA_249,Towards a Universal Sentiment Classifier in Multiple languages,SA,2017,SKG,0.9347414970397948,0
SKG_SA_247,A Cognition Based Attention Model for Sentiment Analysis,SA,2017,SKG,0.9432581067085266,0
SKG_SA_289,SMARTies Sentiment Models for Arabic Target entities,SA,2017,SKG,0.9407705068588256,0
SKG_QA_223,ECNU at SemEval-2017 Task 3 Using Traditional and Deep Learning Methods to Address Community Question Answering Task,QA,2017,SKG,0.9423843622207642,0
SKG_MT_66,Towards Compact and Fast Neural Machine Translation Using a Combined Method,MT,2017,SKG,0.9217388033866882,0
SKG_MT_62,A Multifaceted Evaluation of Neural versus Phrase-Based Machine Translation for 9 Language Directions,MT,2017,SKG,0.93594491481781,0
